# x1 y1 x2 y2 x3 y3
1 0 NaN NaN NaN NaN
0.992114701314478 0.125333233564304 NaN NaN NaN NaN
0.968583161128631 0.248689887164855 NaN NaN NaN NaN
0.929776485888251 0.368124552684678 NaN NaN NaN NaN
0.876306680043864 0.481753674101715 NaN NaN NaN NaN
0.809016994374947 0.587785252292473 NaN NaN NaN NaN
0.728968627421412 0.684547105928689 NaN NaN NaN NaN
0.63742398974869 0.770513242775789 NaN NaN NaN NaN
0.535826794978997 0.844327925502015 NaN NaN NaN NaN
0.425779291565073 0.904827052466019 NaN NaN NaN NaN
0.309016994374948 0.951056516295154 NaN NaN NaN NaN
0.187381314585725 0.982287250728689 NaN NaN NaN NaN
0.0627905195293137 0.998026728428272 NaN NaN NaN NaN
-0.062790519529313 0.998026728428272 NaN NaN NaN NaN
-0.187381314585724 0.982287250728689 NaN NaN NaN NaN
-0.309016994374947 0.951056516295154 NaN NaN NaN NaN
-0.425779291565072 0.90482705246602 NaN NaN NaN NaN
-0.535826794978996 0.844327925502015 NaN NaN NaN NaN
-0.63742398974869 0.770513242775789 NaN NaN NaN NaN
-0.728968627421412 0.684547105928689 NaN NaN NaN NaN
-0.809016994374948 0.587785252292473 NaN NaN NaN NaN
-0.876306680043864 0.481753674101715 NaN NaN NaN NaN
-0.929776485888252 0.368124552684677 NaN NaN NaN NaN
-0.968583161128631 0.248689887164854 NaN NaN NaN NaN
-0.992114701314478 0.125333233564303 NaN NaN NaN NaN
-1 -1.20980699416795E-15 NaN NaN NaN NaN
-0.992114701314478 -0.125333233564306 NaN NaN NaN NaN
-0.968583161128631 -0.248689887164856 NaN NaN NaN NaN
-0.929776485888251 -0.36812455268468 NaN NaN NaN NaN
-0.876306680043863 -0.481753674101717 NaN NaN NaN NaN
-0.809016994374946 -0.587785252292475 NaN NaN NaN NaN
-0.72896862742141 -0.68454710592869 NaN NaN NaN NaN
-0.637423989748688 -0.77051324277579 NaN NaN NaN NaN
-0.535826794978995 -0.844327925502016 NaN NaN NaN NaN
-0.425779291565071 -0.90482705246602 NaN NaN NaN NaN
-0.309016994374945 -0.951056516295154 NaN NaN NaN NaN
-0.187381314585722 -0.982287250728689 NaN NaN NaN NaN
-0.0627905195293105 -0.998026728428272 NaN NaN NaN NaN
